PLAYER,A,BLK,DEF,OFF,PF,PTS,STL,TO,TOT,3P,3PA,FG,FGA,FT,FTA,MINS,TEAM,PER
Steve Taylor Jr.,109,15,294,72,63,455,10,107,366,10,48,190,365,65,137,953,Toledo,35.3327482598255
Steve Vasturia,101,3,99,19,62,409,38,50,118,51,139,139,315,80,88,1027,Notre Dame,30.361469911615817
Steven Bennett,3,0,3,0,3,5,0,2,3,1,6,2,9,0,1,28,Butler,-4.639572485709854
Steven Beo,20,0,28,4,33,62,10,11,32,9,28,22,57,9,21,314,Brigham Young,11.040767352960371
Steven Cook,42,7,97,36,54,347,42,36,133,43,97,121,240,62,91,771,Princeton,40.07325067276469
Steven Davis,31,13,76,51,85,433,13,59,127,48,127,155,316,75,100,841,Wright St.,31.250354812793038
Steven Enoch,3,12,30,25,48,78,7,27,55,0,1,29,69,20,34,279,Connecticut,13.816910694459914
Steven Haney,29,1,79,7,45,264,13,24,86,57,158,93,230,21,25,708,Loyola Marymount,22.12731455844463
Steven Santa Ana,65,4,91,17,64,340,32,39,108,64,192,113,294,50,66,863,Elon University,26.196876967634143
Steven Shpreyregin,1,0,3,0,4,5,0,0,3,1,8,2,10,0,0,29,Washington St.,-4.31907141674293
Steven Spieth,94,10,122,42,77,472,39,95,164,44,110,140,287,148,169,955,Brown,36.56967999380257
Steven Stanley,2,0,7,4,12,19,0,6,11,0,0,7,10,5,5,71,Northern Arizona,15.172195406130953
Stevie Browning,83,6,87,22,49,433,31,46,109,54,139,162,360,55,67,890,Marshall,30.072106089774817
Stevie Clark,93,1,44,5,47,169,30,50,49,20,70,50,133,49,57,451,Oakland,26.682925160047656
Stevie Jordan,158,7,79,24,78,319,37,97,103,21,69,108,244,82,129,868,Rider,25.09939927734354
Stevie Repichowski,15,0,47,5,55,191,14,18,52,47,130,65,155,14,19,653,Nicholls State,16.086719640868754
Stilman White,3,0,4,2,5,20,0,2,6,1,3,4,9,11,12,71,North Carolina,10.965235011474558
Stone Gettings,77,21,117,38,79,327,20,79,155,38,103,122,265,45,67,697,Cornell,30.869979996398506
Stuart Nezlek,1,0,2,1,0,6,1,0,3,0,0,2,5,2,2,9,Iowa St.,66.49956625368196
Sviatoslav Mykhailiuk,42,6,67,28,58,285,26,36,95,58,147,101,238,25,37,832,Kansas,12.077244948762683
Sylvester Ogbonda,2,5,10,5,19,22,3,6,15,0,0,6,16,10,14,84,Georgia Tech,16.190203800557896
T.J. Bell,14,23,52,30,73,164,11,28,82,0,0,69,122,26,35,393,Indiana St.,31.688006177768397
T.J. Cline,160,4,209,23,71,538,28,92,232,40,127,200,387,98,143,938,Richmond,42.71059100662622
T.J. Cromer,96,12,69,14,70,536,30,78,83,84,214,184,404,84,105,915,East Tennessee St.,35.92552037944219
T.J. Dunans,71,21,86,15,58,227,27,67,101,13,65,95,252,24,43,701,Auburn,15.343338175704888
T.J. Henderson,45,5,25,9,49,158,25,31,34,26,63,51,112,30,40,469,Indiana - Purdue,25.064602919595036
T.J. Schlundt,0,1,1,1,1,3,0,0,2,0,4,1,6,1,1,18,Wisconsin,2.272267106079632
T.J. Thomas,21,16,105,46,74,176,9,37,151,3,12,65,145,43,70,595,Drake,21.008088507071566
T.J. Traylor,3,4,7,5,19,22,3,5,12,2,8,10,24,0,0,104,Mississippi Valley State,11.701830232405262
T.J. Wallace,85,4,89,18,83,360,21,66,107,29,74,120,299,91,117,891,Pacific,23.85073139529959
T.J. Williams,154,4,116,23,64,627,31,96,139,36,104,199,420,193,254,1106,Northeastern,41.00956144965612
T.K. Hayes,1,0,1,0,1,0,0,0,1,0,3,0,4,0,0,10,Furman,-24.727519058199977
TJ Haws,102,4,83,8,71,432,34,77,91,69,172,137,319,89,112,951,Brigham Young,26.397808475975896
TJ Holyfield,26,29,112,64,90,294,24,62,176,14,43,111,203,58,77,696,Stephen F. Austin,34.69566370152034
TJ Lang,13,2,32,15,53,121,10,16,47,30,74,35,85,21,34,457,Auburn,15.732540204781252
TJ Leaf,75,35,184,69,75,489,22,43,253,24,52,206,327,53,78,899,UCLA,46.90582272988644
Ta'Jay Henry,17,2,89,61,65,208,17,36,150,0,0,81,139,46,80,567,Mississippi Valley State,30.033127468642615
Tacko Fall,18,77,178,110,75,346,8,76,288,0,1,147,202,52,109,791,Central Florida,47.109456288042054
Tadric Jackson,43,6,54,13,53,329,17,39,67,32,89,128,279,41,76,647,Georgia Tech,27.592762790301293
Tafari Whittingham,7,16,61,38,70,136,9,46,99,1,2,52,125,31,49,409,Central Conn. St.,15.982758235313296
Tahj Eaddy,63,1,57,11,26,213,23,31,68,36,85,70,188,37,40,635,SE Missouri St.,24.096653023691598
Tahjai Teague,21,26,126,35,77,190,33,45,161,10,28,72,143,36,59,535,Ball St.,29.631231518331578
Tahjere McCall,129,13,81,37,84,364,71,95,118,9,36,120,275,115,177,823,Tennessee St.,11.805243120195838
Tai Odiase,11,85,129,82,80,308,14,39,211,0,0,124,216,60,106,794,Illinois-Chicago,36.116617703031615
Tai Webster,113,4,115,30,62,498,40,93,145,36,119,171,402,120,161,983,Nebraska,15.737547858672851
Tai Wynyard,1,3,8,5,11,11,1,2,13,0,0,5,6,1,3,54,Kentucky,6.077011778462935
Taj Price,0,0,3,2,6,0,0,0,5,0,0,0,1,0,0,21,New Jersey Tech,-0.15633785446123735
Tamas Bruce,7,20,101,61,93,211,21,31,162,0,0,92,156,27,68,434,Arkansas St.,41.747895005833705
Tanksley Efianayi,40,4,82,26,47,250,11,55,108,24,76,81,209,64,89,756,Central Florida,18.44338788147325
Tanner Borchardt,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Nebraska,-13.178609137037277
Tanner Hamilton,8,0,10,4,13,26,0,11,14,4,8,10,20,2,6,139,Northwestern St.,7.001129993371801
Tanner Johnson,0,0,1,1,1,6,0,0,2,2,9,2,9,0,0,16,Bryant,5.55953025266641
Tanner Krebs,6,0,35,5,30,93,3,10,40,23,71,29,89,12,14,330,St. Mary's,5.912818138697576
Tanner Leissner,51,8,139,60,76,505,13,50,199,21,70,169,351,146,175,998,New Hampshire,38.383772946590625
Tanner Rubio,41,0,23,7,31,210,19,51,30,53,106,67,140,23,29,423,Jacksonville,15.391792192861436
Tanner Sanders,10,3,23,6,16,14,9,9,29,2,19,6,28,0,2,229,Oregon St.,4.855902897754711
Tanner Schmit,13,15,77,27,75,143,9,22,104,0,2,65,153,13,21,559,Central Arkansas,13.91336558639109
Tanner Tapp,0,0,1,0,1,2,0,0,1,0,3,1,5,0,0,15,Samford,-9.115365731373302
Tanveer Bhullar,4,2,17,15,15,46,0,6,32,0,0,19,38,8,19,109,New Mexico St.,28.728793927109027
Taqqi Muhammad,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,NC-Greensboro,-13.585597714683509
Tareq Coburn,2,0,2,1,2,4,1,0,3,1,4,1,6,1,3,28,St. Bonaventure,7.975565791835781
Tarik Clement,1,0,0,0,0,3,0,0,0,0,0,0,2,3,4,6,South Carolina State,26.474645760279913
Tarik Phillip,100,9,72,21,61,289,61,50,93,28,76,92,227,77,105,752,West Virginia,31.853228122178585
Tarin Smith,95,9,87,15,34,251,32,62,102,9,48,90,239,62,96,841,Duquesne,18.883948964433817
Tariq Owens,15,67,95,57,92,157,18,26,152,0,2,61,122,35,46,561,St. John's,31.00072881579414
Tarique Thompson,20,15,97,59,70,280,25,38,156,8,20,114,206,44,57,685,High Point,36.025782341997974
Tarkus Ferguson,135,20,133,13,61,333,34,95,146,42,115,111,272,69,87,928,Illinois-Chicago,24.602136606190317
Tashombe Riley,23,6,96,37,86,306,17,26,133,8,24,131,267,36,49,681,South Carolina State,30.338691971840497
Taurean Thompson,18,28,69,40,77,271,17,39,109,2,13,112,210,45,69,529,Syracuse,36.24089636133888
Tavario Miller,6,3,50,31,41,93,4,17,81,0,1,37,76,19,37,305,Texas A&M,11.2034743632588
Tavarius Shine,6,3,4,6,11,27,7,2,10,4,15,9,22,5,10,104,Oklahoma St.,24.597269503678454
Tavian Dunn-Martin,32,0,24,2,33,118,11,22,26,26,71,39,100,14,18,314,Akron,21.93272876395679
Tavon Blackmon,104,0,36,7,55,301,29,58,43,38,94,94,247,75,97,776,Brown,23.096139828826818
Tavrion Dawson,38,13,123,48,69,362,27,45,171,20,54,131,252,80,101,774,CSU Northridge,35.56476663119783
TayVaughn Major,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,Charleston Southern,-52.89119731998722
Tayler Persons,141,2,99,12,83,496,41,94,111,38,89,171,352,116,148,893,Ball St.,36.693248347186405
Taylor Adway,3,5,28,12,26,58,2,10,40,0,0,20,37,18,38,158,Toledo,23.564304513833612
Taylor Barnette,49,3,64,10,57,308,11,39,74,56,199,93,269,66,73,904,Belmont,17.26760302371451
Taylor Bessick,10,34,86,55,84,96,9,23,141,0,0,41,79,14,23,433,Iona,24.718048321870313
Taylor Johnson,30,1,31,10,37,129,9,49,41,19,50,45,104,20,25,343,Dartmouth,16.541830965872908
Taylor McHugh,49,0,27,7,29,49,7,28,34,11,33,16,59,6,8,374,Bryant,7.1642752748243135
Taylor Sutlive,0,1,6,1,6,4,0,1,7,0,4,2,6,0,0,38,Cal Poly SLO,2.8887464638610347
Taze Moore,14,3,30,8,33,40,10,12,38,4,13,16,35,4,7,203,Cal. State - Bakersfield,17.16444122992558
Te'Jon Lucas,66,1,35,5,44,120,28,36,40,8,23,36,88,40,69,473,Illinois,3.033648264116807
TeMarcus Blanton,2,0,14,8,9,28,6,5,22,4,12,10,25,4,8,118,South Carolina,6.60539421621917
Ted Friedman,5,3,10,18,28,10,2,8,28,0,0,4,11,2,12,201,Northern Iowa,4.272517028500976
Ted Kapita,9,8,57,27,47,106,2,22,84,0,0,43,72,20,24,308,N.C. State,26.12093130134376
Telly Davenport,9,0,10,1,10,10,2,11,11,1,2,4,10,1,3,59,Utah Valley,1.363757320070412
Temidayo Yussuf,39,15,77,48,86,267,6,53,125,0,0,100,196,67,112,549,Long Beach St.,29.808215910065105
Temple Gibbs,59,1,35,10,43,154,25,24,45,17,50,47,124,43,53,467,Notre Dame,26.392100494447146
Teo Redding,0,0,0,0,0,5,0,0,0,1,2,2,3,0,0,5,Bowling Green,72.52301225524248
Terance Mann,54,6,85,53,72,257,32,34,138,6,19,100,174,51,77,742,Florida St.,31.639442515205264
Terence Davis,48,17,121,41,98,431,42,59,162,36,118,158,340,79,107,734,Mississippi,13.665080770404222
Terrance Hubby,0,3,5,1,5,10,1,2,6,0,1,4,7,2,6,33,Lamar,21.04141099970455
Terrance LeFlore,73,5,43,19,62,181,29,68,62,12,63,68,183,33,54,625,Alabama St.,14.665447923143303
Terrance O'Donohue,1,3,8,3,20,15,4,2,11,0,2,5,12,5,11,102,Charleston,5.224771750885106
Terrel Martin-Garcia,0,0,2,1,6,9,1,5,3,0,0,3,6,3,4,30,Albany,3.007813111531372
Terrell Brown,35,0,29,3,40,150,12,29,32,15,47,46,130,43,60,457,San Jose St.,14.764351600829551
Terrell Carter II,11,17,52,23,76,133,10,34,75,0,0,56,105,21,49,395,Fresno St.,19.45215738602954
Terrell Hales,17,3,24,16,23,10,20,13,40,1,3,3,9,3,4,210,Cleveland St.,18.39493793753535
Terrell Lewis,60,0,17,5,22,122,11,23,22,32,86,40,113,10,17,417,Eastern Illinois,19.70368319241342
Terrell Miller Jr.,42,5,183,75,103,502,24,77,258,64,161,173,367,92,119,929,Murray St.,37.49710256164541
Terrence Johnson,6,3,13,3,22,23,10,7,16,4,15,6,24,7,12,150,James Madison,10.518588546658298
Terrence Phillips,127,4,108,6,101,301,41,75,114,46,132,92,248,71,92,814,Missouri,8.321631336901897
Terrence Samuel,42,1,50,11,28,103,18,23,61,6,18,34,84,29,40,435,Penn St.,19.584684660370552
Terrence Thompson,9,6,73,42,43,174,16,20,115,5,21,60,117,49,81,410,Marshall,31.409682553764213
Terrill Toe,0,0,0,0,1,0,0,0,0,0,2,0,2,0,0,12,Bryant,-14.934018842562987
Terry Brutus,7,3,43,10,40,62,9,21,53,0,5,20,52,22,29,254,Samford,11.745415445724612
Terry Harris Jr.,25,17,97,36,68,221,22,46,133,14,58,73,228,61,80,673,Coppin St.,17.172911262160888
Terry Henderson,49,17,74,20,74,430,22,50,94,77,199,134,308,85,110,962,N.C. State,27.70859337499547
Terry Larrier,7,2,14,6,6,54,1,8,20,4,13,21,43,8,13,106,Connecticut,34.287463920545264
Terry Maston,13,8,55,44,55,183,10,36,99,0,5,74,142,35,44,431,Baylor,30.447864330588892
Terry Winn,1,1,8,1,8,14,0,6,9,0,0,6,14,2,2,44,Texas-El Paso,4.640001280135245
Tevin Bellinger,71,3,80,21,52,355,42,59,101,35,120,126,316,68,89,776,Prairie View A&M,28.89535807746951
Tevin Broyles,59,1,51,14,56,189,23,65,65,12,40,61,147,55,78,667,New Orleans,14.659577145222388
Tevin Findlay,61,6,60,14,31,111,18,52,74,2,22,44,129,21,39,451,Green Bay,11.444369351537025
Tevin Glass,27,13,134,44,63,263,26,48,178,3,14,95,167,70,96,641,East Tennessee St.,34.20364250137099
Tevin King,47,4,70,27,64,106,27,29,97,4,19,35,75,32,54,575,South Dakota State,19.420053422657784
Tevin Mack,12,8,51,22,24,222,7,21,73,34,86,79,172,30,51,470,Texas,3.007981018745806
Tevin Prescott,9,13,53,34,75,145,21,14,87,0,0,61,105,23,37,538,Winthrop,24.17330607539955
Tevonn Walker,38,1,118,44,84,336,39,39,162,29,93,107,254,93,116,824,Valparaiso,30.51350187228297
Teyvon Myers,49,1,28,14,31,194,20,34,42,12,28,71,162,40,56,426,West Virginia,27.964694089620963
Thatch Unruh,23,3,43,13,38,136,9,27,56,26,84,42,114,26,33,408,Central Arkansas,17.70865561325916
Theo Pinson,40,1,39,15,21,82,10,10,54,7,22,29,62,17,25,247,North Carolina,18.624363583613295
Thik Bol,9,71,129,74,75,287,8,37,203,0,0,123,227,41,68,916,Southern Illinois,30.64253340510009
Thomas Akyazili,38,3,21,7,39,51,8,25,28,1,21,19,63,12,17,296,Colorado,2.4629884999976026
Thomas Blake,1,0,2,0,1,2,0,1,2,0,4,1,5,0,0,13,North Dakota,-5.1960929060680945
Thomas Booker,2,1,4,2,3,5,0,2,6,0,1,2,7,1,2,37,South Carolina Upstate,5.440349908750035
Thomas Brandsma,1,1,7,3,9,25,2,5,10,2,5,8,16,7,9,127,Texas Tech,13.129166462892709
Thomas Bruce,30,30,98,38,70,184,13,38,136,0,2,68,158,48,76,725,Binghamton,19.93629086439037
Thomas Bryant,44,44,139,71,90,385,25,68,210,22,57,132,253,99,136,850,Indiana,12.92312479988024
Thomas Capuano,52,2,74,9,77,197,36,38,83,32,97,70,176,25,34,871,Manhattan,15.250347893345271
Thomas Davis,0,0,1,0,0,2,0,1,1,0,0,1,1,0,0,7,Tennessee St.,4.838604737282824
Thomas Dziagwa,12,0,8,5,21,85,8,7,13,23,50,27,62,8,8,165,Oklahoma St.,35.05499326481787
Thomas Funk,150,2,78,12,66,282,23,84,90,27,93,99,277,57,91,931,Army,15.511031725920642
Thomas Huerter Jr.,1,0,0,2,5,8,1,3,2,0,1,2,3,4,4,46,Siena,11.057446519481076
Thomas Kennedy,0,0,1,2,0,4,1,1,3,0,0,2,5,0,1,10,Holy Cross,27.709115183247807
Thomas Neff,45,7,64,18,59,228,14,23,82,46,104,71,162,40,50,775,Denver,22.67828542419091
Thomas Nolan,8,1,10,3,17,27,4,4,13,7,26,10,35,0,0,186,Fairfield,6.17491455442474
Thomas Rivera,86,1,33,14,58,125,20,46,47,23,70,43,132,16,21,509,Maryland - E. Shore,15.4565235204665
Thomas Ryan,0,0,1,1,2,7,1,1,2,1,4,1,5,4,4,16,Yale,24.283633635039962
Thomas Sanchez,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,12,Fordham,-6.67274940434218
Thomas Smallwood,5,1,3,5,14,13,0,1,8,0,5,6,15,1,3,63,UAB,11.833011183883691
Thomas Welsh,25,37,168,57,63,272,9,12,225,0,0,121,210,30,32,640,UCLA,40.119734684533675
Thomas Wilder,111,10,105,14,72,565,38,56,119,55,126,180,382,150,180,919,Western Michigan,46.45300997228372
Tide Osifeso,11,0,12,2,7,30,0,4,14,7,30,10,41,3,4,125,UC Santa Barbara,7.811576199635116
Tidell Pierre,22,4,104,94,88,234,14,42,198,2,6,83,199,66,115,734,Central Conn. St.,23.536386601377874
Tim Abruzzo,11,4,42,10,19,90,10,11,52,15,76,30,105,15,19,313,Navy,15.362584243708449
Tim Bond,109,21,74,25,75,238,54,47,99,20,67,87,220,44,60,834,Eastern Michigan,26.29783588053219
Tim Cameron,1,0,3,2,3,9,0,1,5,0,1,2,5,5,7,21,Texas-El Paso,30.554789276959433
Tim Coleman,71,29,161,38,108,369,36,69,199,26,84,123,305,97,133,871,New Jersey Tech,29.39014641108745
Tim Delaney,0,0,2,0,4,3,0,2,2,1,2,1,2,0,0,26,Villanova,-2.659789976742492
Tim Donohoe,0,0,0,1,0,2,1,1,1,0,0,1,1,0,0,9,Stony Brook,28.89303848863868
Tim Harrison,2,7,12,3,18,16,2,4,15,1,4,6,13,3,5,102,Rice,12.521492761584659
Tim Hart,2,0,1,1,2,3,0,1,2,1,2,1,3,0,0,18,South Carolina Upstate,11.12534310268673
Tim Hasbargen,4,0,3,2,2,13,1,2,5,2,8,4,10,3,3,44,Cleveland St.,25.088137928377666
Tim Kempton,32,34,237,54,91,592,26,89,291,20,49,210,377,152,199,916,Lehigh,48.09049840564729
Tim Priller,4,2,7,4,7,19,0,1,11,0,0,7,9,5,6,27,Indiana,26.5909756490327
Tim Rowe,7,8,28,7,15,58,3,14,35,3,7,20,43,15,24,166,Southern Miss,24.328810065444614
Tim Stainbrook,2,1,3,0,4,3,0,0,3,1,3,1,3,0,0,34,Xavier,9.093065649924368
Tim Williams,31,13,100,40,40,357,11,38,140,1,5,140,242,76,106,675,New Mexico,22.13686852032741
Timmy Rose,94,1,65,9,50,222,25,53,74,25,55,77,169,43,60,777,Binghamton,22.838114905964474
Tiwan Kendley,21,8,70,39,57,448,27,90,109,44,142,128,342,148,190,686,Morgan St.,31.30998252819477
Tobias Howard,35,2,29,10,30,89,9,31,39,13,52,34,88,8,10,455,Western Kentucky,10.761179316694248
Tobias Sjoberg,24,33,60,35,104,94,4,35,95,0,0,41,66,12,22,531,Marist,15.996891495234715
Toby Hegner,14,8,83,22,53,153,11,11,105,28,62,51,107,23,38,494,Creighton,25.164370776257336
Toliver Freeman,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,St. Joseph's,-75.95060317642614
Tom Koopman,8,5,25,15,45,60,8,13,40,4,13,27,64,2,5,242,The Citadel,11.63185539388193
Tom Lacey,45,11,137,91,85,229,16,45,228,0,0,82,165,65,101,831,Navy,27.712101797380527
Tom Leibig,0,0,2,0,0,0,0,0,2,0,0,0,0,0,1,8,Villanova,2.4157590931773205
Tom Planek,0,1,3,3,1,0,0,2,6,0,0,0,0,0,3,13,Providence,2.8994614625951356
Tom Rivard,34,11,82,28,59,207,14,48,110,17,53,82,177,26,47,613,Colgate,21.59340250482951
Tom Vodanovich,28,7,70,26,73,160,15,52,96,12,40,60,128,28,40,537,James Madison,18.117580571323902
Tom Wilson,5,0,9,1,3,16,1,6,10,5,14,5,15,1,4,61,Southern Methodist,11.13637376250524
Tommy Corchiani,0,0,1,0,3,0,0,0,1,0,0,0,0,0,0,10,South Carolina,-1.9035876263646163
Tommy Luce,4,0,0,0,3,1,1,6,0,0,1,0,5,1,2,24,Purdue,-14.040052817975642
Tommy McCarthy,6,0,9,0,16,6,2,7,9,1,13,2,18,1,2,86,Harvard,-12.377564599085913
Tommy Ros,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,Hofstra,-38.67773321706519
Tommy Rutherford,11,26,99,55,71,171,6,40,154,0,0,68,117,35,56,519,UC Irvine,29.388628123017238
Tonko Vuko,4,1,65,37,60,95,5,14,102,5,13,33,62,24,32,421,Pacific,20.535587261147146
Tonny Trocha-Morelos,55,26,100,50,57,245,26,41,150,22,80,95,227,33,50,768,Texas A&M,14.146614048265715
Tony Armstrong,20,20,121,66,80,324,15,48,187,0,0,117,249,90,139,769,Alabama St.,30.18055605196409
Tony Bradley,19,21,72,76,51,203,9,18,148,0,0,74,134,55,90,420,North Carolina,24.84089130622066
Tony Carr,121,9,122,18,67,403,22,79,140,32,92,133,333,105,135,979,Penn St.,25.069416019815982
Tony Hicks,18,1,21,2,14,79,8,19,23,5,19,30,75,14,23,209,Louisville,18.342590998136686
Tony Lewis,0,4,13,7,25,29,2,12,20,0,1,14,31,1,3,95,Santa Clara,6.0858564462307365
Tony Washington,15,10,80,39,80,141,5,37,119,0,0,59,102,23,36,462,La Salle,21.50096559211295
Tony Wills,46,20,64,12,73,194,39,24,76,34,116,69,176,22,34,808,Illinois St.,20.36355163556275
Tookie Brown,110,8,89,8,61,503,41,71,97,52,148,157,376,137,174,970,Georgia Southern,35.51121476890845
Torey Burston,4,0,6,2,3,7,2,4,8,0,2,2,10,3,5,53,VCU,4.40677698066609
Torey Noel,67,2,28,9,61,137,26,44,37,11,37,39,117,48,76,433,Lamar,18.19872979648856
Torian Graham,38,11,107,18,47,550,30,40,125,95,250,207,462,41,51,1032,Arizona State,32.71781973377813
Torin Dorn,25,4,117,28,40,298,13,41,145,23,63,111,222,53,78,735,N.C. State,26.53816753602097
Torloft Thomas,66,2,58,16,54,224,14,65,74,43,128,67,214,47,65,855,Alabama St.,11.244878671661542
Torry Butler,26,22,113,44,72,183,23,28,157,6,25,76,154,25,43,506,Sam Houston St.,31.276357078886438
Tory Miller,13,6,70,33,65,163,9,24,103,1,2,69,120,24,47,442,Colorado,9.710758729589084
Tosin Mehinti,22,28,78,45,73,167,9,54,123,0,0,62,122,43,57,539,UAB,22.438440865031968
Tra Holder,96,1,72,37,59,504,29,59,109,43,116,160,362,141,180,1057,Arizona State,31.91169382318562
Tra'von Joseph,41,7,82,36,76,183,22,43,118,6,28,72,140,33,44,596,Northwestern St.,23.383335898973886
Tra-Deon Hollins,186,8,118,25,81,370,90,107,143,32,103,125,296,88,113,926,Nebraska Omaha,33.350667997164
Traci Carter,29,0,14,3,15,34,4,11,17,3,7,13,23,5,8,130,Marquette,26.983512118598046
Tracy Abrams,63,4,71,5,59,226,26,36,76,39,99,77,193,33,47,675,Illinois,3.401396889674381
Tracy Burnett,4,1,22,8,19,60,2,18,30,0,0,23,49,14,24,234,Alabama A&M,10.374935651871334
Trae Bell-Haynes,118,3,58,18,71,355,36,63,76,15,46,126,252,88,118,848,Vermont,34.36693433038236
Travin Thibodeaux,80,12,131,53,83,217,33,72,184,0,4,85,167,47,66,725,New Orleans,26.93243154338804
Travis Atson,4,2,16,5,17,35,2,9,21,6,19,13,33,3,5,134,Tulsa,12.186855068452365
Travis Berry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Sacred Heart,0.0
Travis Charles,13,5,64,32,78,218,4,22,96,0,0,92,148,34,56,495,Albany,33.5792297528916
Travis Fields,12,0,6,2,18,27,8,6,8,3,15,12,42,0,0,150,Old Dominion,6.504418660462322
Travis Fuller,19,12,100,55,63,195,7,35,155,1,8,69,134,56,84,487,Brown,31.165121591156016
Travis Munnings,57,6,155,62,76,359,21,60,217,46,125,132,304,49,82,938,Louisiana-Monroe,27.66212434162838
Travis Valmon,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,5,Maryland,-17.749323002987126
Travon Harper,12,4,61,39,92,167,14,47,100,3,15,61,148,42,76,485,Arkansas-Pine Bluff,14.291763347063396
Traylin Farris,13,23,84,41,85,268,18,19,125,1,5,102,173,63,103,580,Portland St.,36.38440421812605
Trayvon Palmer,37,16,181,73,86,377,34,79,254,19,72,133,313,92,128,963,Chicago St.,27.385147876247974
Trayvond Massenburg,1,2,6,6,10,10,2,3,12,0,0,4,11,2,5,52,Chattanooga,13.943389409934964
Tre Campbell,28,0,23,3,17,73,12,19,26,12,35,24,62,13,21,291,Georgetown,16.501924546699335
Tre Clark,8,2,13,7,8,13,2,12,20,0,4,4,20,5,14,111,Furman,-0.9217647303554677
Tre Cobbs,1,0,0,0,4,8,1,3,0,1,1,2,3,3,4,13,Northern Kentucky,27.350258316321714
Tre Coggins,33,4,75,7,50,428,26,50,82,73,206,145,355,65,79,802,Cal St. Fullerton,29.238827398798055
Tre Harris,12,0,48,12,39,224,10,34,60,46,120,71,202,36,49,398,SIU - Edwardsville,23.87628435782585
Tre Houston,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,9,Hampton,-14.470004854055992
Tre McKeithen,0,0,1,1,1,0,0,2,2,0,3,0,3,0,0,12,St. Francis (PA),-58.65687377873013
Tre McLean,49,9,104,41,47,370,44,48,145,49,127,125,278,71,89,903,Chattanooga,33.6015963232032
Tre O'Neal,19,0,13,6,19,54,4,20,19,4,19,18,55,14,22,248,Nicholls State,6.027410699855947
Tre Scott,20,15,61,23,22,105,17,16,84,1,3,44,85,16,32,333,Cincinnati,33.895230420219775
Tre' Ivory,26,0,14,5,29,36,5,8,19,2,3,13,28,8,14,246,Austin Peay,13.299804643603933
Tre' Thomas,19,1,46,14,46,251,2,29,60,52,148,85,242,29,41,696,Coppin St.,14.642472518793763
Tre'Darius McCallum,39,24,156,43,85,296,47,50,199,22,76,118,262,38,48,928,DePaul,26.859328315441577
Tre'Shawn Thurman,38,23,159,56,76,371,13,57,215,6,38,137,292,91,131,843,Nebraska Omaha,28.23294004137186
Tre'lun Banks,127,1,74,11,47,306,33,87,85,35,107,95,287,81,109,933,Southern,1.9396758828490677
TreVaughn Wilkerson,12,16,49,13,45,38,7,22,62,1,7,16,47,5,15,371,Hartford,5.8822549619985445
Trent Forrest,50,5,61,29,39,166,41,32,90,1,8,59,120,47,70,495,Florida St.,32.522966506012374
Trent Steen,19,18,85,34,85,256,30,61,119,0,0,99,202,58,90,601,Arkansas-Pine Bluff,26.685690405706254
Trent VanHorn,5,0,3,1,8,6,0,3,4,0,0,2,5,2,2,51,Wake Forest,4.997009628219174
Tres Tinkle,14,5,46,4,12,121,13,19,50,4,25,36,81,45,58,209,Oregon St.,44.19317010460304
Treshaad Williams,13,5,56,71,85,217,17,22,127,0,0,84,121,49,71,591,Morehead St.,34.35694339353885
Trevis Jackson,37,1,31,11,39,65,10,24,42,12,33,20,44,13,17,440,Sacramento State,13.401955159905139
Trevis Wyche,118,6,72,5,74,346,48,44,77,27,72,108,251,103,132,928,St. Peter's,33.32399197790021
Trevon Allen,39,1,47,5,30,134,8,40,52,22,63,35,107,42,50,475,Idaho,7.121630224876518
Trevon Bluiett,55,3,138,20,68,497,23,58,158,71,186,160,362,106,139,961,Xavier,32.79009626922241
Trevon Gross Jr.,2,0,2,3,4,3,2,4,5,1,8,1,12,0,1,25,Virginia,-7.033448245195253
Trevond Barnes,9,43,72,37,83,185,3,25,109,13,25,64,116,44,65,546,Hampton,28.988511352167706
Trevor Anderson,45,1,44,11,30,177,13,33,55,30,85,52,135,43,54,530,Green Bay,20.233340479659077
Trevor Glassman,1,0,3,2,1,0,2,2,5,0,5,0,6,0,0,13,Missouri,-4.500425955782259
Trevor Hill,0,0,0,0,2,0,0,1,0,0,1,0,1,0,0,7,Eastern Kentucky,-33.997484043405855
Trevor John,0,0,1,1,5,5,2,0,2,1,7,1,9,2,2,36,Cal Poly SLO,1.0502330870480345
Trevor Lyons,61,1,84,14,47,217,38,39,98,18,54,71,181,57,84,745,Air Force,21.63973690471169
Trevor Manuel,13,20,40,12,49,112,9,21,52,9,28,36,81,31,45,295,Loyola Marymount,26.82508506689604
Trevor Osborn,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,3,IUPU - Ft. Wayne,-47.61380482401118
